disease,gene_symbol,gene_full_name
Cushing syndrome due to bilateral macronodular adrenocortical disease,ARMC5,armadillo repeat containing 5
Adenine phosphoribosyltransferase deficiency,APRT,adenine phosphoribosyltransferase
Sarcosinemia,SARDH,sarcosine dehydrogenase
Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome,SLC25A15,solute carrier family 25 member 15
6-pyruvoyl-tetrahydropterin synthase deficiency,PTS,6-pyruvoyltetrahydropterin synthase
Primary sclerosing cholangitis,SEMA4D,semaphorin 4D
Primary sclerosing cholangitis,GPR35,G protein-coupled receptor 35
Primary sclerosing cholangitis,MST1,macrophage stimulating 1
Primary sclerosing cholangitis,TCF4,transcription factor 4
Corticosteroid-binding globulin deficiency,SERPINA6,serpin family A member 6
Pulmonary capillary hemangiomatosis,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4
Familial isolated hypoparathyroidism due to impaired PTH secretion,PTH,parathyroid hormone
Familial isolated hypoparathyroidism due to impaired PTH secretion,AIRE,autoimmune regulator
Fatal infantile lactic acidosis with methylmalonic aciduria,SUCLG1,succinate-CoA ligase GDP/ADP-forming subunit alpha
Pyridoxine-dependent-developmental and epileptic encephalopathy,ALDH7A1,aldehyde dehydrogenase 7 family member A1
Pyridoxine-dependent-developmental and epileptic encephalopathy,PLPBP,pyridoxal phosphate binding protein
Rotor syndrome,SLCO1B1,solute carrier organic anion transporter family member 1B1
Rotor syndrome,SLCO1B3,solute carrier organic anion transporter family member 1B3
Lennox-Gastaut syndrome,CUX2,cut like homeobox 2
Lennox-Gastaut syndrome,SCN1A,sodium voltage-gated channel alpha subunit 1
Lennox-Gastaut syndrome,MAPK10,mitogen-activated protein kinase 10
Lennox-Gastaut syndrome,CHD2,chromodomain helicase DNA binding protein 2
Lennox-Gastaut syndrome,DNM1,dynamin 1
Lennox-Gastaut syndrome,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3
Lennox-Gastaut syndrome,CACNA1A,calcium voltage-gated channel subunit alpha1 A
Lennox-Gastaut syndrome,CACNA1A,calcium voltage-gated channel subunit alpha1 A
Early infantile developmental and epileptic encephalopathy,DMXL2,Dmx like 2
Early infantile developmental and epileptic encephalopathy,GRIN1,glutamate ionotropic receptor NMDA type subunit 1
Early infantile developmental and epileptic encephalopathy,SLC32A1,solute carrier family 32 member 1
Early infantile developmental and epileptic encephalopathy,RHOBTB2,Rho related BTB domain containing 2
Early infantile developmental and epileptic encephalopathy,CACNA1E,calcium voltage-gated channel subunit alpha1 E
Early infantile developmental and epileptic encephalopathy,NEUROD2,neuronal differentiation 2
Early infantile developmental and epileptic encephalopathy,GRM7,glutamate metabotropic receptor 7
Early infantile developmental and epileptic encephalopathy,CASK,calcium/calmodulin dependent serine protein kinase
Early infantile developmental and epileptic encephalopathy,SCN2A,sodium voltage-gated channel alpha subunit 2
Early infantile developmental and epileptic encephalopathy,CDKL5,cyclin dependent kinase like 5
Early infantile developmental and epileptic encephalopathy,ARX,aristaless related homeobox
Early infantile developmental and epileptic encephalopathy,PNKP,polynucleotide kinase 3'-phosphatase
Early infantile developmental and epileptic encephalopathy,GNAO1,G protein subunit alpha o1
Early infantile developmental and epileptic encephalopathy,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q
Early infantile developmental and epileptic encephalopathy,SIK1,salt inducible kinase 1
Early infantile developmental and epileptic encephalopathy,SCN1B,sodium voltage-gated channel beta subunit 1
Early infantile developmental and epileptic encephalopathy,SLC25A22,solute carrier family 25 member 22
Early infantile developmental and epileptic encephalopathy,KCNA1,potassium voltage-gated channel subfamily A member 1
Early infantile developmental and epileptic encephalopathy,TRIM8,tripartite motif containing 8
Early infantile developmental and epileptic encephalopathy,PIGP,phosphatidylinositol glycan anchor biosynthesis class P
Epilepsy with myoclonic-atonic seizures,SLC2A1,solute carrier family 2 member 1
Epilepsy with myoclonic-atonic seizures,SYNGAP1,synaptic Ras GTPase activating protein 1
Epilepsy with myoclonic-atonic seizures,NEXMIF,neurite extension and migration factor
Epilepsy with myoclonic-atonic seizures,SCN1A,sodium voltage-gated channel alpha subunit 1
Epilepsy with myoclonic-atonic seizures,CHD2,chromodomain helicase DNA binding protein 2
Epilepsy with myoclonic-atonic seizures,SLC6A1,solute carrier family 6 member 1
Epilepsy with myoclonic-atonic seizures,AP2M1,adaptor related protein complex 2 subunit mu 1
Calpain-3-related limb-girdle muscular dystrophy R1,CAPN3,calpain 3
Primary biliary cholangitis,IL12RB1,interleukin 12 receptor subunit beta 1
Primary biliary cholangitis,SPIB,Spi-B transcription factor
Primary biliary cholangitis,IL12A,interleukin 12A
Primary biliary cholangitis,IRF5,interferon regulatory factor 5
Primary biliary cholangitis,TNPO3,transportin 3
Primary biliary cholangitis,MMEL1,membrane metalloendopeptidase like 1
Primary biliary cholangitis,POU2AF1,POU class 2 homeobox associating factor 1
Primary biliary cholangitis,TNFSF15,TNF superfamily member 15
Giant cell arteritis,PTPN22,protein tyrosine phosphatase non-receptor type 22
Giant cell arteritis,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1"
Giant cell arteritis,HLA-B,"major histocompatibility complex, class I, B"
Giant cell arteritis,P4HA2,prolyl 4-hydroxylase subunit alpha 2
Multiple symmetric lipomatosis,MFN2,mitofusin 2
Budd-Chiari syndrome,F5,coagulation factor V
Budd-Chiari syndrome,JAK2,Janus kinase 2
Budd-Chiari syndrome,CALR,calreticulin
Nephroblastoma,BRCA2,BRCA2 DNA repair associated
Nephroblastoma,GPC3,glypican 3
Nephroblastoma,CTR9,CTR9 component of Paf1/RNA polymerase II complex
Nephroblastoma,TRIM28,tripartite motif containing 28
Nephroblastoma,TRIM28,tripartite motif containing 28
Nephroblastoma,REST,RE1 silencing transcription factor
Nephroblastoma,TRIP13,thyroid hormone receptor interactor 13
Nephroblastoma,POU6F2,POU class 6 homeobox 2
Nephroblastoma,WT1,WT1 transcription factor
Nephroblastoma,WT1,WT1 transcription factor
Nephroblastoma,H19,H19 imprinted maternally expressed transcript
Nephroblastoma,DIS3L2,DIS3 like 3'-5' exoribonuclease 2
Myeloperoxidase deficiency,MPO,myeloperoxidase
Tuberculosis,SLC11A1,solute carrier family 11 member 1
Pityriasis rubra pilaris,CARD14,caspase recruitment domain family member 14
Transient familial neonatal hyperbilirubinemia,UGT1A1,UDP glucuronosyltransferase family 1 member A1
Infantile LAD-like disease due to RAC2 deficiency,RAC2,Rac family small GTPase 2
Autosomal dominant hyper-IgE syndrome due to STAT3 deficiency,STAT3,signal transducer and activator of transcription 3
Recurrent infections associated with rare immunoglobulin isotypes deficiency,IGHG2,immunoglobulin heavy constant gamma 2 (G2m marker)
Recurrent infections associated with rare immunoglobulin isotypes deficiency,IGKC,immunoglobulin kappa constant
Hydranencephaly,NDE1,nudE neurodevelopment protein 1
Legg-Calvé-Perthes disease,COL2A1,collagen type II alpha 1 chain
Waardenburg-Shah syndrome,SOX10,SRY-box transcription factor 10
Waardenburg-Shah syndrome,EDN3,endothelin 3
Waardenburg-Shah syndrome,EDNRB,endothelin receptor type B
Waardenburg-Shah syndrome,MITF,melanocyte inducing transcription factor
Seckel syndrome,DNA2,DNA replication helicase/nuclease 2
Seckel syndrome,NUP85,nucleoporin 85
Seckel syndrome,CEP295,centrosomal protein 295
Seckel syndrome,ATR,ATR checkpoint kinase
Seckel syndrome,CPAP,centrosome assembly and centriole elongation protein
Seckel syndrome,PCNT,pericentrin
Seckel syndrome,CEP152,centrosomal protein 152
Seckel syndrome,RBBP8,"RB binding protein 8, endonuclease"
Seckel syndrome,ATRIP,ATR interacting protein
Seckel syndrome,TRAIP,TRAF interacting protein
Seckel syndrome,CEP63,centrosomal protein 63
Seckel syndrome,NIN,ninein
Seckel syndrome,NSMCE2,NSE2 SUMO ligase component of SMC5/6 complex
Seckel syndrome,PLK4,polo like kinase 4
Seckel syndrome,CENPE,centromere protein E
Caudal regression syndrome,VANGL1,VANGL planar cell polarity protein 1
Caudal regression syndrome,FUZ,fuzzy planar cell polarity protein
Autosomal dominant hereditary chronic pancreatitis,CASR,calcium sensing receptor
Autosomal dominant hereditary chronic pancreatitis,PRSS1,serine protease 1
Autosomal dominant hereditary chronic pancreatitis,PRSS2,serine protease 2
Autosomal dominant hereditary chronic pancreatitis,CTRC,chymotrypsin C
Autosomal dominant hereditary chronic pancreatitis,CPA1,carboxypeptidase A1
Autosomal dominant hereditary chronic pancreatitis,TRPV6,transient receptor potential cation channel subfamily V member 6
Giant axonal neuropathy,GAN,gigaxonin
Netherton syndrome,SPINK5,serine peptidase inhibitor Kazal type 5
Campomelic dysplasia,SOX9,SRY-box transcription factor 9
Young-onset Parkinson disease,SYNJ1,synaptojanin 1
Young-onset Parkinson disease,SNCA,synuclein alpha
Young-onset Parkinson disease,PINK1,PTEN induced kinase 1
Young-onset Parkinson disease,UCHL1,ubiquitin C-terminal hydrolase L1
Young-onset Parkinson disease,HTRA2,HtrA serine peptidase 2
Young-onset Parkinson disease,PODXL,podocalyxin like
Young-onset Parkinson disease,LRRK2,leucine rich repeat kinase 2
Young-onset Parkinson disease,PRKN,parkin RBR E3 ubiquitin protein ligase
Young-onset Parkinson disease,PARK7,Parkinsonism associated deglycase
Young-onset Parkinson disease,VPS13C,vacuolar protein sorting 13 homolog C
Young-onset Parkinson disease,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6
Hereditary sensory and autonomic neuropathy type 4,NTRK1,neurotrophic receptor tyrosine kinase 1
Nance-Horan syndrome,NHS,NHS actin remodeling regulator
Neurofibromatosis-Noonan syndrome,MAP2K2,mitogen-activated protein kinase kinase 2
Neurofibromatosis-Noonan syndrome,NF1,neurofibromin 1
Congenital factor V deficiency,F5,coagulation factor V
Liddle syndrome,SCNN1B,sodium channel epithelial 1 subunit beta
Liddle syndrome,SCNN1G,sodium channel epithelial 1 subunit gamma
Liddle syndrome,SCNN1A,sodium channel epithelial 1 subunit alpha
Congenital stationary night blindness,RHO,rhodopsin
Familial Mediterranean fever,MEFV,"MEFV innate immunity regulator, pyrin"
Choroideremia,CHM,CHM Rab escort protein
Congenital factor VII deficiency,F7,coagulation factor VII
Simpson-Golabi-Behmel syndrome,GPC3,glypican 3
Simpson-Golabi-Behmel syndrome,GPC4,glypican 4
Familial hyperaldosteronism type I,CYP11B1,cytochrome P450 family 11 subfamily B member 1
Familial hyperaldosteronism type I,CYP11B2,cytochrome P450 family 11 subfamily B member 2
Differentiated thyroid carcinoma,BRAF,"B-Raf proto-oncogene, serine/threonine kinase"
Differentiated thyroid carcinoma,EIF1AX,eukaryotic translation initiation factor 1A X-linked
Differentiated thyroid carcinoma,PPARG,peroxisome proliferator activated receptor gamma
Differentiated thyroid carcinoma,RET,ret proto-oncogene
Differentiated thyroid carcinoma,KRAS,"KRAS proto-oncogene, GTPase"
Differentiated thyroid carcinoma,CCDC6,coiled-coil domain containing 6
Differentiated thyroid carcinoma,TFG,trafficking from ER to golgi regulator
Differentiated thyroid carcinoma,TPR,"translocated promoter region, nuclear basket protein"
Differentiated thyroid carcinoma,TRIM24,tripartite motif containing 24
Differentiated thyroid carcinoma,TRIM27,tripartite motif containing 27
Differentiated thyroid carcinoma,TRIM33,tripartite motif containing 33
Differentiated thyroid carcinoma,ERC1,ELKS/RAB6-interacting/CAST family member 1
Differentiated thyroid carcinoma,FOXE1,forkhead box E1
Differentiated thyroid carcinoma,GOLGA5,golgin A5
Differentiated thyroid carcinoma,HRAS,"HRas proto-oncogene, GTPase"
Differentiated thyroid carcinoma,NTRK1,neurotrophic receptor tyrosine kinase 1
Differentiated thyroid carcinoma,PAX8,paired box 8
Differentiated thyroid carcinoma,PCM1,pericentriolar material 1
Differentiated thyroid carcinoma,ETV6,ETS variant transcription factor 6
Differentiated thyroid carcinoma,NKX2-1,NK2 homeobox 1
Differentiated thyroid carcinoma,ALK,ALK receptor tyrosine kinase
Differentiated thyroid carcinoma,NRAS,"NRAS proto-oncogene, GTPase"
Differentiated thyroid carcinoma,NTRK3,neurotrophic receptor tyrosine kinase 3
Differentiated thyroid carcinoma,NCOA4,nuclear receptor coactivator 4
Differentiated thyroid carcinoma,DIRC3,disrupted in renal carcinoma 3
Differentiated thyroid carcinoma,NDUFA13,NADH:ubiquinone oxidoreductase subunit A13
Differentiated thyroid carcinoma,TERT,telomerase reverse transcriptase
Differentiated thyroid carcinoma,GAS8-AS1,GAS8 antisense RNA 1
Differentiated thyroid carcinoma,LPAR4,lysophosphatidic acid receptor 4
Familial prostate cancer,CDH1,cadherin 1
Familial prostate cancer,MSMB,microseminoprotein beta
Familial prostate cancer,RAD51D,RAD51 paralog D
Familial prostate cancer,ATM,ATM serine/threonine kinase
Familial prostate cancer,SRD5A2,steroid 5 alpha-reductase 2
Familial prostate cancer,RNASEL,ribonuclease L
Familial prostate cancer,BRCA1,BRCA1 DNA repair associated
Familial prostate cancer,BRCA2,BRCA2 DNA repair associated
Familial prostate cancer,CHEK2,checkpoint kinase 2
Familial prostate cancer,ELAC2,elaC ribonuclease Z 2
Familial prostate cancer,EPHB2,EPH receptor B2
Familial prostate cancer,NBN,nibrin
Familial prostate cancer,HNF1B,HNF1 homeobox B
Familial prostate cancer,HOXB13,homeobox B13
Familial prostate cancer,MSR1,macrophage scavenger receptor 1
X-linked alpha-thalassemia-intellectual disability syndrome,ATRX,ATRX chromatin remodeler
ICF syndrome,DNMT3B,DNA methyltransferase 3 beta
ICF syndrome,ZBTB24,zinc finger and BTB domain containing 24
ICF syndrome,CDCA7,cell division cycle associated 7
ICF syndrome,HELLS,"helicase, lymphoid specific"
ICF syndrome,UHRF1,ubiquitin like with PHD and ring finger domains 1
Isolated Joubert syndrome,CEP120,centrosomal protein 120
Isolated Joubert syndrome,PIBF1,progesterone immunomodulatory binding factor 1
Isolated Joubert syndrome,OFD1,OFD1 centriole and centriolar satellite protein
Isolated Joubert syndrome,TCTN3,tectonic family member 3
Isolated Joubert syndrome,PDE6D,phosphodiesterase 6D
Isolated Joubert syndrome,KIAA0753,KIAA0753
Isolated Joubert syndrome,IFT74,intraflagellar transport 74
Isolated Joubert syndrome,B9D2,B9 domain containing 2
Isolated Joubert syndrome,TCTN2,tectonic family member 2
Isolated Joubert syndrome,AHI1,Abelson helper integration site 1
Isolated Joubert syndrome,TMEM67,transmembrane protein 67
Isolated Joubert syndrome,MKS1,MKS transition zone complex subunit 1
Isolated Joubert syndrome,ARL13B,ARF like GTPase 13B
Isolated Joubert syndrome,INPP5E,inositol polyphosphate-5-phosphatase E
Isolated Joubert syndrome,TCTN1,tectonic family member 1
Isolated Joubert syndrome,B9D1,B9 domain containing 1
Isolated Joubert syndrome,TMEM237,transmembrane protein 237
Isolated Joubert syndrome,CEP41,centrosomal protein 41
Isolated Joubert syndrome,CPLANE1,ciliogenesis and planar polarity effector complex subunit 1
Isolated Joubert syndrome,CSPP1,centrosome and spindle pole associated protein 1
Isolated Joubert syndrome,KIAA0586,KIAA0586
Isolated Joubert syndrome,CEP104,centrosomal protein 104
Isolated Joubert syndrome,KATNIP,katanin interacting protein
Isolated Joubert syndrome,SUFU,SUFU negative regulator of hedgehog signaling
Isolated Joubert syndrome,ARMC9,armadillo repeat containing 9
Isolated Joubert syndrome,CBY1,"chibby 1, beta catenin antagonist"
Isolated Joubert syndrome,HYLS1,HYLS1 centriolar and ciliogenesis associated
Isolated Joubert syndrome,TOGARAM1,TOG array regulator of axonemal microtubules 1
Isolated Joubert syndrome,TMEM218,transmembrane protein 218
Isolated Joubert syndrome,ARL3,ARF like GTPase 3
Holt-Oram syndrome,TBX5,T-box transcription factor 5
Familial abdominal aortic aneurysm,COL3A1,collagen type III alpha 1 chain
"46,XX gonadal dysgenesis",NR5A1,nuclear receptor subfamily 5 group A member 1
"46,XX gonadal dysgenesis",FIGLA,folliculogenesis specific bHLH transcription factor
"46,XX gonadal dysgenesis",MRPS22,mitochondrial ribosomal protein S22
"46,XX gonadal dysgenesis",FSHR,follicle stimulating hormone receptor
"46,XX gonadal dysgenesis",BMP15,bone morphogenetic protein 15
"46,XX gonadal dysgenesis",PSMC3IP,PSMC3 interacting protein
"46,XX gonadal dysgenesis",NUP107,nucleoporin 107
"46,XX gonadal dysgenesis",BNC1,basonuclin zinc finger protein 1
"46,XX gonadal dysgenesis",ZSWIM7,zinc finger SWIM-type containing 7
"46,XX gonadal dysgenesis",POLR3H,RNA polymerase III subunit H
"46,XX gonadal dysgenesis",MSH4,mutS homolog 4
"46,XX gonadal dysgenesis",SPIDR,scaffold protein involved in DNA repair
Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy,NOTCH3,notch receptor 3
